policy,knob,config,cost_instance_hours,slo_violation_fraction,slo_threshold_s,p50_age_s,p99_age_s,max_age_s,mean_instances,messages_arrived,messages_completed,unprocessed_at_end,completion_fraction
forecast_seasonal_naive_adjusted_composed,0.8,"q=0.8, util=0.7",18860.39414580551,0.0,60.0,0.0,0.0,42.673220032593235,62.21579558652729,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.8,"q=0.8, util=0.85",15527.73948986928,0.02229965156794425,60.0,0.0,917.0968008040842,2440.909050369897,51.130197444831595,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.8,"q=0.8, util=0.85",15730.240545701654,0.0,60.0,0.0,4.583066139956837,50.95418305310886,52.32288037166086,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.8,"q=0.8, util=1",13227.39830197516,0.09337979094076655,60.0,0.0,3043.703562766807,4339.1858786245575,43.55313588850174,1249487,1249438,49,0.9999607839057149
forecast_seasonal_naive_adjusted_composed,0.8,"q=0.8, util=1",14104.812809773572,0.00017421602787456446,60.0,0.0,9.275036269559354,67.11241052800324,47.75063879210221,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.9,"q=0.9, util=0.7",20299.64360822788,0.003658536585365854,60.0,0.0,3.008552972978549,428.1604963994032,66.96219512195123,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.9,"q=0.9, util=0.7",20315.680957836154,0.0,60.0,0.0,0.0,42.673220032593235,67.05662020905923,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.9,"q=0.9, util=0.85",16743.866386222628,0.01091753774680604,60.0,0.0,74.94535335984293,1179.3281593801366,55.228803716608596,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.9,"q=0.9, util=0.85",16833.112075242585,0.0,60.0,0.0,1.3599299997185126,41.7895138435415,55.76753774680604,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.9,"q=0.9, util=1",14253.346944673687,0.03083623693379791,60.0,0.0,991.6958850407406,2496.78886271971,47.00371660859466,1249487,1249448,39,0.9999687871902628
forecast_seasonal_naive_adjusted_composed,0.9,"q=0.9, util=1",14726.716952107468,0.00023228803716608595,60.0,0.0,5.3112705562194655,88.7852764390409,49.466144018583044,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.95,"q=0.95, util=0.7",21669.01304562069,0.0012775842044134727,60.0,0.0,0.0,158.74602652239264,71.56207897793264,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.95,"q=0.95, util=0.7",21676.15942440621,0.0,60.0,0.0,0.0,17.143884928897023,71.60470383275262,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.95,"q=0.95, util=0.85",17863.164351747848,0.006097560975609756,60.0,0.0,14.870738378240587,617.8188356803294,59.00331010452962,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.95,"q=0.95, util=0.85",17907.52549030584,0.0,60.0,0.0,0.0,42.673220032593235,59.268118466898954,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.95,"q=0.95, util=1",15195.757078634286,0.014692218350754935,60.0,0.0,277.9325555546572,1352.3752910838812,50.157375145180026,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.95,"q=0.95, util=1",15444.803758704378,5.8072009291521487e-05,60.0,0.0,2.875250278417974,65.33033951290417,51.55911730545877,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.99,"q=0.99, util=0.7",25038.238267552057,0.0,60.0,0.0,0.0,17.143429302959703,82.90023228803716,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.99,"q=0.99, util=0.7",25039.63930478434,0.0,60.0,0.0,0.0,17.143429302959703,82.9095238095238,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.99,"q=0.99, util=0.85",20639.64836015225,0.0007549361207897793,60.0,0.0,0.0,108.83042687122361,68.33275261324042,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.99,"q=0.99, util=0.85",20646.871946073737,0.0,60.0,0.0,0.0,17.143429302959703,68.37677119628339,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_pure,0.99,"q=0.99, util=1",17561.151521712905,0.004181184668989547,60.0,0.0,4.071191815509746,424.2726083562593,58.1335656213705,1249487,1249450,37,0.9999703878471725
forecast_seasonal_naive_adjusted_composed,0.99,"q=0.99, util=1",17606.686654695244,0.0,60.0,0.0,0.0,26.220966478576884,58.409465737514516,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.5,"q=0.5, util=0.7",14961.313813883655,0.0029036004645760743,60.0,0.0,29.118537561637968,169.49717020822573,51.325783972125436,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.5,"q=0.5, util=0.7",15044.664976079206,0.0008130081300813008,60.0,0.0,14.64947855203202,96.68733863593661,51.644541231126595,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.5,"q=0.5, util=0.85",12342.427838715194,0.056678281068524974,60.0,0.0,542.5358692822145,1153.2437707451609,42.33983739837398,1249487,1249448,39,0.9999687871902628
forecast_lightgbm_composed,0.5,"q=0.5, util=0.85",13419.778679888639,0.0015098722415795587,60.0,0.0,25.708673183571328,96.68733863593661,46.056329849012776,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.5,"q=0.5, util=1",10510.554074664295,0.9015679442508711,60.0,1854.3759531594405,26822.683424586896,28910.56472412334,36.03908246225319,1249487,1237807,11680,0.9906521636479612
forecast_lightgbm_composed,0.5,"q=0.5, util=1",13312.22646786012,0.002613240418118467,60.0,0.0,33.17273825556987,96.68733863593661,45.691753774680606,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.7,"q=0.7, util=0.7",15898.245641899824,0.00017421602787456446,60.0,0.0,6.586951329177891,90.56940923522052,54.571312427409985,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.7,"q=0.7, util=0.7",15919.092770299152,0.00011614401858304297,60.0,0.0,5.176286730215086,76.89843032488716,54.65400696864111,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.7,"q=0.7, util=0.85",13112.65318461043,0.00272938443670151,60.0,0.0,36.11088789525721,170.60426628308778,45.003135888501745,1249487,1249448,39,0.9999687871902628
forecast_lightgbm_composed,0.7,"q=0.7, util=0.85",13633.513600658951,0.0005807200929152149,60.0,0.0,14.250531810500567,96.68733863593661,46.81451800232288,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.7,"q=0.7, util=1",11166.195333309519,0.2788617886178862,60.0,5.120535515176016,18071.715809771857,23314.19932313694,38.31196283391405,1249487,1248688,799,0.9993605375646165
forecast_lightgbm_composed,0.7,"q=0.7, util=1",13359.341606139733,0.0015098722415795587,60.0,0.0,24.28032747269968,113.77067679492757,45.84924506387921,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.8,"q=0.8, util=0.7",16508.28389814222,0.0,60.0,0.0,0.9792672246963916,46.770706284063635,56.65731707317073,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.8,"q=0.8, util=0.7",16515.85985386157,0.0,60.0,0.0,0.3118964306844789,46.770706284063635,56.68861788617886,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.8,"q=0.8, util=0.85",13610.978492540386,0.0006968641114982578,60.0,0.0,14.62699122494004,113.83730997506063,46.70563298490128,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.8,"q=0.8, util=0.85",13907.431536461383,0.00011614401858304297,60.0,0.0,9.245250736147959,76.89843032488716,47.75598141695703,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.8,"q=0.8, util=1",11591.836883944728,0.10940766550522649,60.0,0.0,15657.775154785919,20784.96012791188,39.76858304297329,1249487,1249209,278,0.9997775086895662
forecast_lightgbm_composed,0.8,"q=0.8, util=1",13405.20049610397,0.0007549361207897793,60.0,0.0,17.34768631685768,96.68733863593661,46.006852497096396,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.9,"q=0.9, util=0.7",17388.100437372374,0.0,60.0,0.0,0.0,24.67959002588759,59.65238095238095,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.9,"q=0.9, util=0.7",17391.36710403904,0.0,60.0,0.0,0.0,24.67959002588759,59.66631823461092,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.9,"q=0.9, util=0.85",14342.979023080723,0.0,60.0,0.0,6.310487701257457,55.67007409254438,49.20127758420441,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.9,"q=0.9, util=0.85",14482.014749654183,0.0,60.0,0.0,3.614711941947393,55.67007409254438,49.709581881533104,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.9,"q=0.9, util=1",12207.005548883615,0.049070847851335656,60.0,0.0,8959.902023157567,13142.541950501618,41.868757259001164,1249487,1249449,38,0.9999695875187177
forecast_lightgbm_composed,0.9,"q=0.9, util=1",13490.70364797833,0.00023228803716608595,60.0,0.0,10.77056781236701,76.89843032488716,46.29291521486643,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.95,"q=0.95, util=0.7",18133.46686224404,0.0,60.0,0.0,0.0,19.46399570365611,62.19198606271777,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.95,"q=0.95, util=0.7",18133.46686224404,0.0,60.0,0.0,0.0,19.46399570365611,62.19198606271777,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.95,"q=0.95, util=0.85",14956.321512881019,0.0,60.0,0.0,1.5153355805238475,46.770706284063635,51.28675958188153,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.95,"q=0.95, util=0.85",15030.338935772383,0.0,60.0,0.0,0.9991110045904058,46.770706284063635,51.558188153310105,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.95,"q=0.95, util=1",12729.242111865104,0.018292682926829267,60.0,0.0,345.6910125143203,536.523700580583,43.64547038327526,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.95,"q=0.95, util=1",13598.331156772687,0.00011614401858304297,60.0,0.0,7.497991686509792,67.11241052800324,46.648432055749126,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.99,"q=0.99, util=0.7",19616.083333333332,0.0,60.0,0.0,0.0,3.23415708495304,67.32874564459931,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.99,"q=0.99, util=0.7",19616.083333333332,0.0,60.0,0.0,0.0,3.23415708495304,67.32874564459931,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.99,"q=0.99, util=0.85",16172.066757687904,0.0,60.0,0.0,0.0,24.3060954491375,55.50278745644599,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.99,"q=0.99, util=0.85",16181.316666666668,0.0,60.0,0.0,0.0,24.3060954491375,55.537921022067366,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_pure,0.99,"q=0.99, util=1",13764.154398138262,0.0003484320557491289,60.0,0.0,5.109337924799767,76.59273895481601,47.22915214866434,1249487,1249450,37,0.9999703878471725
forecast_lightgbm_composed,0.99,"q=0.99, util=1",14080.271785342806,5.8072009291521487e-05,60.0,0.0,2.8791125325043696,66.63321864558384,48.30981416957027,1249487,1249450,37,0.9999703878471725
